Work Order Number,Customer Number,Name,Address,City,State,OrderDate,DayOfWeek,Latitude,Longitude,Rt,Food Pallets,Pet Food Pallets,Chemical Pallets,Total Pallets,Seq
901943,016,Customer 016,2246 Main Street,Bronx,NY,06/01/2026,Monday,40.854973107257365,-73.86437656576189,21,0.53,0.0,0.0,0.53,2
901944,018,Customer 018,2420 Main Street,Bronx,NY,06/01/2026,Monday,40.84297611177931,-73.84592385676613,31,5.07,0.0,0.0,5.07,1
901945,020,Customer 020,4884 Main Street,Queens,NY,06/01/2026,Monday,40.70811449489744,-73.79898444261066,32,0.52,0.0,0.0,0.52,1
901946,021,Customer 021,9374 Main Street,Brooklyn,NY,06/01/2026,Monday,40.68093339365346,-73.94670663597643,18,1.19,0.0,0.0,1.19,1
901947,034,Customer 034,7944 Main Street,Manhattan,NY,06/01/2026,Monday,40.768896755175966,-73.95610818925888,3,1.25,0.0,0.08,1.33,1
901948,044,Customer 044,5095 Main Street,Brooklyn,NY,06/01/2026,Monday,40.685443993544496,-73.943950969423,73,0.55,0.0,0.0,0.55,1
901949,045,Customer 045,1275 Main Street,Brooklyn,NY,06/01/2026,Monday,40.63550402142037,-74.13303054062014,Bronx,0.92,0.0,0.25,1.17,1
901955,069,Customer 069,1674 Main Street,Queens,NY,06/01/2026,Monday,40.68901703882041,-73.80356301377114,2,0.52,0.06,0.0,0.58,1
901950,056,Customer 056,5317 Main Street,Queens,NY,06/01/2026,Monday,40.7572560717902,-73.91514119505781,2,0.89,0.0,0.25,1.14,2
901952,065,Customer 065,9806 Main Street,Manhattan,NY,06/01/2026,Monday,40.76900862942308,-73.96497922070525,4,0.77,0.07,0.01,0.85,1
901953,066,Customer 066,3128 Main Street,Brooklyn,NY,06/01/2026,Monday,40.66065294279969,-73.87876303673895,1,0.79,0.08,0.0,0.87,1
901954,067,Customer 067,2864 Main Street,Bronx,NY,06/01/2026,Monday,40.86604266971237,-73.92623623009767,14,0.91,0.0,0.25,1.16,1
901956,084,Customer 084,3890 Main Street,Brooklyn,NY,06/01/2026,Monday,40.66480658774192,-73.9572281363883,15,0.47,0.23,0.0,0.7,1
901962,036,Customer 036,716 Main Street,New York,NY,06/02/2026,Tuesday,40.80325822563249,-73.93591692391615,14,0.48,0.0,0.36,0.84,1
901957,013,Customer 013,9573 Main Street,New York,NY,06/02/2026,Tuesday,40.81574307418728,-73.9379714247544,14,0.57,0.0,0.0,0.57,2
901961,029,Customer 029,3398 Main Street,Bronx,NY,06/02/2026,Tuesday,40.853619797063494,-73.90831990645347,14,1.7,0.0,0.0,1.7,3
901971,067,Customer 067,5477 Main Street,Bronx,NY,06/02/2026,Tuesday,40.86604266971237,-73.92623623009767,14,0.83,0.0,0.25,1.08,4
901963,041,Customer 041,9364 Main Street,New York,NY,06/02/2026,Tuesday,40.759382235947626,-73.93895415268634,21,0.5,0.35,0.0,0.85,1
901958,015,Customer 015,1234 Main Street,Bronx,NY,06/02/2026,Tuesday,40.82239448550935,-73.91429829435131,21,0.43,0.35,0.0,0.78,2
901959,025,Customer 025,7706 Main Street,Brooklyn,NY,06/02/2026,Tuesday,40.69835136729073,-73.9158925078441,8,0.65,0.0,0.0,0.65,1
901960,028,Customer 028,9817 Main Street,Queens,NY,06/02/2026,Tuesday,40.71519521264396,-73.74349772371512,2,0.5,0.0,0.0,0.5,1
901967,056,Customer 056,4388 Main Street,Queens,NY,06/02/2026,Tuesday,40.7572560717902,-73.91514119505781,2,0.79,0.0,0.0,0.79,2
901964,044,Customer 044,9824 Main Street,Brooklyn,NY,06/02/2026,Tuesday,40.685443993544496,-73.943950969423,73,0.45,0.0,0.0,0.45,1
901966,047,Customer 047,5244 Main Street,Manhattan,NY,06/02/2026,Tuesday,40.71773283828544,-73.98411846097412,3,0.45,0.0,0.0,0.45,1
901968,058,Customer 058,1295 Main Street,Manhattan,NY,06/02/2026,Tuesday,40.71874598664543,-73.98172887364404,3,0.47,0.03,0.0,0.5,2
901965,046,Customer 046,7680 Main Street,Manhattan,NY,06/02/2026,Tuesday,40.773204917119784,-73.95678092820883,3,1.21,0.0,0.0,1.21,3
901970,063,Customer 063,6816 Main Street,Brooklyn,NY,06/02/2026,Tuesday,40.689007393638555,-73.9173641706466,10,2.72,0.0,0.0,2.72,1
901969,062,Customer 062,4334 Main Street,Brooklyn,NY,06/02/2026,Tuesday,40.689239848977614,-73.91777406506378,10,2.24,0.0,0.0,2.24,2
901972,081,Customer 081,1102 Main Street,Brooklyn,NY,06/02/2026,Tuesday,40.68024236564245,-73.93137158188019,17,1.33,0.0,0.0,1.33,1
901973,083,Customer 083,8596 Main Street,Brooklyn,NY,06/02/2026,Tuesday,40.63287188101084,-74.16028394578468,16,3.74,0.35,0.0,4.09,1
901974,084,Customer 084,5616 Main Street,Brooklyn,NY,06/02/2026,Tuesday,40.66480658774192,-73.9572281363883,15,0.52,0.27,0.0,0.79,1
901975,087,Customer 087,4657 Main Street,Brooklyn,NY,06/02/2026,Tuesday,40.66150707860249,-73.87346498223229,99,7.53,0.0,0.25,7.78,1
901976,089,Customer 089,3760 Main Street,Bronx,NY,06/02/2026,Tuesday,40.830728643622344,-73.89126472129591,33,6.61,0.35,0.0,6.96,1
901982,023,Customer 023,8364 Main Street,Queens,NY,06/03/2026,Wednesday,40.76091447600587,-73.88181045003793,5,1.0,0.0,0.05,1.05,1
901977,014,Customer 014,1226 Main Street,Manhattan,NY,06/03/2026,Wednesday,40.76099884306126,-73.94084004193822,5,0.69,0.0,0.0,0.69,2
901987,041,Customer 041,3068 Main Street,New York,NY,06/03/2026,Wednesday,40.759382235947626,-73.93895415268634,21,0.54,0.0,0.0,0.54,1
901978,015,Customer 015,5461 Main Street,Bronx,NY,06/03/2026,Wednesday,40.82239448550935,-73.91429829435131,21,0.48,0.0,0.0,0.48,2
901986,032,Customer 032,715 Main Street,Bronx,NY,06/03/2026,Wednesday,40.853589534832395,-73.89464414584027,21,0.6,0.35,0.0,0.95,3
901979,018,Customer 018,3453 Main Street,Bronx,NY,06/03/2026,Wednesday,40.84297611177931,-73.84592385676613,31,5.02,0.0,0.25,5.27,1
901980,019,Customer 019,2323 Main Street,Manhattan,NY,06/03/2026,Wednesday,40.778836484045,-73.98329931044094,4,0.68,0.0,0.0,0.68,1
901981,021,Customer 021,3506 Main Street,Brooklyn,NY,06/03/2026,Wednesday,40.68093339365346,-73.94670663597643,18,1.28,0.0,0.0,1.28,1
901983,024,Customer 024,8951 Main Street,Bronx,NY,06/03/2026,Wednesday,40.896883630705474,-73.85135085346376,7,0.77,0.0,0.0,0.77,1
901984,025,Customer 025,5241 Main Street,Brooklyn,NY,06/03/2026,Wednesday,40.69835136729073,-73.9158925078441,8,0.64,0.0,0.0,0.64,1
901985,026,Customer 026,9644 Main Street,Queens,NY,06/03/2026,Wednesday,40.67584687606802,-73.85557337127459,73,4.5,0.0,0.0,4.5,1
901988,051,Customer 051,1866 Main Street,Queens,NY,06/03/2026,Wednesday,40.60737229758411,-73.75316746816085,1,0.61,0.0,0.0,0.61,1
901989,057,Customer 057,7108 Main Street,Bronx,NY,06/03/2026,Wednesday,40.81995444568525,-73.89158623543398,70,0.42,0.39,0.0,0.81,1
901992,082,Customer 082,2777 Main Street,Bronx,NY,06/03/2026,Wednesday,40.869718152184745,-73.87892875884225,70,0.71,0.0,0.0,0.71,2
901990,067,Customer 067,3550 Main Street,Bronx,NY,06/03/2026,Wednesday,40.86604266971237,-73.92623623009767,14,0.89,0.0,0.0,0.89,1
901991,079,Customer 079,9627 Main Street,Brooklyn,NY,06/03/2026,Wednesday,40.65822719611959,-73.92944076589842,24,1.46,0.12,0.0,1.58,1
901993,085,Customer 085,6876 Main Street,Brooklyn,NY,06/03/2026,Wednesday,40.6758490834141,-73.87795663986044,11,0.8,0.11,0.0,0.91,1
901994,086,Customer 086,1764 Main Street,Bronx,NY,06/03/2026,Wednesday,40.85368960688969,-73.90929502876213,33,0.71,0.0,0.0,0.71,1
901995,005,Customer 005,7786 Main Street,Queens,NY,06/04/2026,Thursday,40.69747391202919,-73.82905390354207,25,3.18,0.1,0.0,3.28,1
901996,009,Customer 009,9683 Main Street,Queens,NY,06/04/2026,Thursday,40.600009486593315,-73.74405287870175,1,0.43,0.0,0.0,0.43,1
901997,018,Customer 018,1350 Main Street,Bronx,NY,06/04/2026,Thursday,40.84297611177931,-73.84592385676613,31,3.75,0.0,0.0,3.75,1
901998,023,Customer 023,5779 Main Street,Queens,NY,06/04/2026,Thursday,40.76091447600587,-73.88181045003793,5,1.11,0.0,0.04,1.15,1
902001,040,Customer 040,6453 Main Street,Queens,NY,06/04/2026,Thursday,40.76395482312956,-73.91128512522792,5,0.44,0.0,0.0,0.44,2
901999,030,Customer 030,8041 Main Street,Brooklyn,NY,06/04/2026,Thursday,40.63878496266752,-73.97263862633669,17,2.16,0.0,0.0,2.16,1
902000,039,Customer 039,1892 Main Street,Bronx,NY,06/04/2026,Thursday,40.84909985735391,-73.92113692416197,70,0.49,0.0,0.0,0.49,1
902002,049,Customer 049,6366 Main Street,Bronx,NY,06/04/2026,Thursday,40.84161725986629,-73.90132809233144,7,0.55,0.0,0.0,0.55,1
902003,050,Customer 050,8940 Main Street,Bronx,NY,06/04/2026,Thursday,40.88504380789946,-73.85462851943738,7,0.86,0.0,0.0,0.86,2
902004,056,Customer 056,9917 Main Street,Queens,NY,06/04/2026,Thursday,40.7572560717902,-73.91514119505781,2,0.74,0.0,0.0,0.74,1
902005,086,Customer 086,5822 Main Street,Bronx,NY,06/04/2026,Thursday,40.85368960688969,-73.90929502876213,33,0.67,0.0,0.0,0.67,1
902006,093,Customer 093,6825 Main Street,Queens,NY,06/04/2026,Thursday,40.692614111895054,-73.84437929166077,36,4.57,0.0,0.0,4.57,1
902007,005,Customer 005,6794 Main Street,Queens,NY,06/05/2026,Friday,40.69747391202919,-73.82905390354207,25,2.69,0.12,0.0,2.81,1
902016,065,Customer 065,7415 Main Street,Manhattan,NY,06/05/2026,Friday,40.76900862942308,-73.96497922070525,4,0.71,0.07,0.01,0.79,1
902008,006,Customer 006,3047 Main Street,Manhattan,NY,06/05/2026,Friday,40.80740818873632,-73.96565982955099,4,0.85,0.0,0.0,0.85,2
902009,008,Customer 008,9131 Main Street,Bronx,NY,06/05/2026,Friday,40.81813101864817,-73.90411620231987,70,1.25,0.0,0.0,1.25,1
902010,031,Customer 031,8283 Main Street,Bronx,NY,06/05/2026,Friday,40.85734534786821,-73.89474039555732,22,1.94,0.0,0.03,1.97,1
902018,071,Customer 071,7177 Main Street,Manhattan,NY,06/05/2026,Friday,40.74827382831262,-73.98413653314174,3,0.42,0.0,0.01,0.43,1
902011,034,Customer 034,9213 Main Street,Manhattan,NY,06/05/2026,Friday,40.768896755175966,-73.95610818925888,3,1.74,0.0,0.06,1.8,2
902012,037,Customer 037,797 Main Street,Brooklyn,NY,06/05/2026,Friday,40.6314761543859,-73.98026120703442,8,0.65,0.0,0.0,0.65,1
902013,051,Customer 051,7232 Main Street,Queens,NY,06/05/2026,Friday,40.60737229758411,-73.75316746816085,1,0.86,0.0,0.0,0.86,1
902014,061,Customer 061,4244 Main Street,Brooklyn,NY,06/05/2026,Friday,40.598422117306654,-73.94163633556525,15,0.98,0.35,0.0,1.33,1
902015,064,Customer 064,9411 Main Street,Brooklyn,NY,06/05/2026,Friday,40.67139788117989,-73.9340888408256,23,1.84,0.23,0.0,2.07,1
902017,068,Customer 068,8731 Main Street,Brooklyn,NY,06/05/2026,Friday,40.63036297971589,-74.08136228889674,17,0.94,0.14,0.0,1.08,1
902019,074,Customer 074,3322 Main Street,Bronx,NY,06/05/2026,Friday,40.87654063424415,-73.86675762676278,71,2.01,0.02,0.25,2.28,1
902020,076,Customer 076,163 Main Street,Brooklyn,NY,06/05/2026,Friday,40.681777334052896,-73.87899490500013,10,0.49,0.09,0.0,0.58,1
902021,080,Customer 080,131 Main Street,Queens,NY,06/05/2026,Friday,40.67620628689007,-73.74285399139629,2,0.79,0.0,0.0,0.79,1
902022,083,Customer 083,9349 Main Street,Brooklyn,NY,06/05/2026,Friday,40.63287188101084,-74.16028394578468,16,3.64,0.0,0.0,3.64,1
902049,091,Customer 091,9872 Main Street,Queens,NY,06/08/2026,Monday,40.69772873982824,-73.8341823153853,45,0.75,0.0,0.0,0.75,1
902023,001,Customer 001,3439 Main Street,Bronx,NY,06/08/2026,Monday,40.82393494763585,-73.90903906592717,45,3.94,0.0,0.0,3.94,2
902024,003,Customer 003,1968 Main Street,Bronx,NY,06/08/2026,Monday,40.86555164559,-73.88702973397817,19,9.75,0.35,0.0,10.1,1
902025,005,Customer 005,3000 Main Street,Queens,NY,06/08/2026,Monday,40.69747391202919,-73.82905390354207,25,3.23,0.12,0.0,3.35,1
902026,010,Customer 010,8387 Main Street,Brooklyn,NY,06/08/2026,Monday,40.65654070000209,-73.91897014191731,6,0.4,0.35,0.0,0.75,1
902027,015,Customer 015,5823 Main Street,Bronx,NY,06/08/2026,Monday,40.82239448550935,-73.91429829435131,21,0.52,0.0,0.0,0.52,1
902028,016,Customer 016,8756 Main Street,Bronx,NY,06/08/2026,Monday,40.854973107257365,-73.86437656576189,21,0.52,0.0,0.0,0.52,2
902029,018,Customer 018,8001 Main Street,Bronx,NY,06/08/2026,Monday,40.84297611177931,-73.84592385676613,31,4.7,0.0,0.25,4.95,1
902030,020,Customer 020,9635 Main Street,Queens,NY,06/08/2026,Monday,40.70811449489744,-73.79898444261066,32,0.41,0.0,0.0,0.41,1
902031,021,Customer 021,4464 Main Street,Brooklyn,NY,06/08/2026,Monday,40.68093339365346,-73.94670663597643,18,1.48,0.0,0.0,1.48,1
902032,022,Customer 022,6813 Main Street,Queens,NY,06/08/2026,Monday,40.70649711069442,-73.756756602347,2,0.49,0.0,0.0,0.49,1
902043,056,Customer 056,6339 Main Street,Queens,NY,06/08/2026,Monday,40.7572560717902,-73.91514119505781,2,0.89,0.0,0.0,0.89,2
902037,042,Customer 042,468 Main Street,Brooklyn,NY,06/08/2026,Monday,40.63208584532311,-73.96647452968952,9,2.14,0.14,0.0,2.28,1
902033,027,Customer 027,4997 Main Street,Brooklyn,NY,06/08/2026,Monday,40.687360434885576,-73.98066195659537,9,0.66,0.0,0.0,0.66,2
902034,031,Customer 031,6274 Main Street,Bronx,NY,06/08/2026,Monday,40.85734534786821,-73.89474039555732,22,2.51,0.0,0.03,2.54,1
902035,033,Customer 033,5898 Main Street,Bronx,NY,06/08/2026,Monday,40.88677507240233,-73.85199192252,7,0.82,0.0,0.0,0.82,1
902040,047,Customer 047,8259 Main Street,Manhattan,NY,06/08/2026,Monday,40.71773283828544,-73.98411846097412,3,0.58,0.0,0.0,0.58,1
902036,034,Customer 034,8410 Main Street,Manhattan,NY,06/08/2026,Monday,40.768896755175966,-73.95610818925888,3,1.28,0.0,0.06,1.34,2
902039,046,Customer 046,9314 Main Street,Manhattan,NY,06/08/2026,Monday,40.773204917119784,-73.95678092820883,3,1.25,0.0,0.0,1.25,3
902038,045,Customer 045,5089 Main Street,Brooklyn,NY,06/08/2026,Monday,40.63550402142037,-74.13303054062014,Bronx,0.91,0.0,0.0,0.91,1
902041,052,Customer 052,8358 Main Street,Bronx,NY,06/08/2026,Monday,40.84586642009279,-73.89820757611032,14,1.19,0.0,0.0,1.19,1
902046,067,Customer 067,4532 Main Street,Bronx,NY,06/08/2026,Monday,40.86604266971237,-73.92623623009767,14,0.95,0.35,0.0,1.3,2
902042,053,Customer 053,7609 Main Street,Queens,NY,06/08/2026,Monday,40.7618627220245,-73.88916852512102,5,1.79,0.0,0.0,1.79,1
902044,060,Customer 060,6563 Main Street,Brooklyn,NY,06/08/2026,Monday,40.676333247614394,-73.88613509640518,24,0.84,0.13,0.0,0.97,1
902045,066,Customer 066,4849 Main Street,Brooklyn,NY,06/08/2026,Monday,40.66065294279969,-73.87876303673895,1,0.64,0.08,0.0,0.72,1
902047,070,Customer 070,9490 Main Street,Brooklyn,NY,06/08/2026,Monday,40.67439672491399,-73.9226282137167,11,0.89,0.35,0.0,1.24,1
902048,084,Customer 084,7424 Main Street,Brooklyn,NY,06/08/2026,Monday,40.66480658774192,-73.9572281363883,15,0.67,0.17,0.0,0.84,1
902050,094,Customer 094,4377 Main Street,Queens,NY,06/08/2026,Monday,40.69384632036886,-73.84342565090739,37,5.12,0.0,0.0,5.12,1
902051,095,Customer 095,4920 Main Street,Queens,NY,06/08/2026,Monday,40.68727132626413,-73.82300862324279,38,3.94,0.0,0.0,3.94,1
902052,002,Customer 002,419 Main Street,Queens,NY,06/09/2026,Tuesday,40.70595191172637,-73.75457110312014,25,0.65,0.04,0.0,0.69,1
902053,011,Customer 011,4943 Main Street,Brooklyn,NY,06/09/2026,Tuesday,40.652082455862505,-73.92481650340132,18,1.74,0.35,0.0,2.09,1
902058,036,Customer 036,3897 Main Street,New York,NY,06/09/2026,Tuesday,40.80325822563249,-73.93591692391615,14,0.45,0.0,0.3,0.75,1
902054,013,Customer 013,8029 Main Street,New York,NY,06/09/2026,Tuesday,40.81574307418728,-73.9379714247544,14,0.55,0.0,0.25,0.8,2
902057,029,Customer 029,581 Main Street,Bronx,NY,06/09/2026,Tuesday,40.853619797063494,-73.90831990645347,14,1.97,0.0,0.0,1.97,3
902065,067,Customer 067,7282 Main Street,Bronx,NY,06/09/2026,Tuesday,40.86604266971237,-73.92623623009767,14,0.85,0.0,0.0,0.85,4
902059,041,Customer 041,9863 Main Street,New York,NY,06/09/2026,Tuesday,40.759382235947626,-73.93895415268634,21,0.47,0.0,0.0,0.47,1
902055,015,Customer 015,6231 Main Street,Bronx,NY,06/09/2026,Tuesday,40.82239448550935,-73.91429829435131,21,0.49,0.0,0.0,0.49,2
902056,028,Customer 028,3965 Main Street,Queens,NY,06/09/2026,Tuesday,40.71519521264396,-73.74349772371512,2,0.59,0.0,0.25,0.84,1
902062,056,Customer 056,5773 Main Street,Queens,NY,06/09/2026,Tuesday,40.7572560717902,-73.91514119505781,2,0.69,0.0,0.0,0.69,2
902060,044,Customer 044,1213 Main Street,Brooklyn,NY,06/09/2026,Tuesday,40.685443993544496,-73.943950969423,73,0.55,0.0,0.0,0.55,1
902061,047,Customer 047,8204 Main Street,Manhattan,NY,06/09/2026,Tuesday,40.71773283828544,-73.98411846097412,3,0.58,0.0,0.0,0.58,1
902064,063,Customer 063,4332 Main Street,Brooklyn,NY,06/09/2026,Tuesday,40.689007393638555,-73.9173641706466,10,2.94,0.0,0.0,2.94,1
902063,062,Customer 062,955 Main Street,Brooklyn,NY,06/09/2026,Tuesday,40.689239848977614,-73.91777406506378,10,2.25,0.0,0.25,2.5,2
902066,072,Customer 072,9456 Main Street,Brooklyn,NY,06/09/2026,Tuesday,40.65171110205392,-73.9191771105472,9,0.59,0.0,0.0,0.59,1
902067,081,Customer 081,3393 Main Street,Brooklyn,NY,06/09/2026,Tuesday,40.68024236564245,-73.93137158188019,17,1.05,0.0,0.25,1.3,1
902068,083,Customer 083,713 Main Street,Brooklyn,NY,06/09/2026,Tuesday,40.63287188101084,-74.16028394578468,16,4.46,0.0,0.0,4.46,1
902069,084,Customer 084,9222 Main Street,Brooklyn,NY,06/09/2026,Tuesday,40.66480658774192,-73.9572281363883,15,0.58,0.3,0.0,0.88,1
902070,087,Customer 087,7223 Main Street,Brooklyn,NY,06/09/2026,Tuesday,40.66150707860249,-73.87346498223229,99,8.91,0.35,0.0,9.26,1
902071,089,Customer 089,6794 Main Street,Bronx,NY,06/09/2026,Tuesday,40.830728643622344,-73.89126472129591,33,6.4,0.0,0.0,6.4,1
902072,012,Customer 012,1169 Main Street,Brooklyn,NY,06/10/2026,Wednesday,40.636920669008184,-74.1652722110478,16,0.44,0.0,0.0,0.44,1
902081,041,Customer 041,1442 Main Street,New York,NY,06/10/2026,Wednesday,40.759382235947626,-73.93895415268634,21,0.54,0.0,0.0,0.54,1
902073,015,Customer 015,6261 Main Street,Bronx,NY,06/10/2026,Wednesday,40.82239448550935,-73.91429829435131,21,0.43,0.0,0.0,0.43,2
902079,032,Customer 032,8618 Main Street,Bronx,NY,06/10/2026,Wednesday,40.853589534832395,-73.89464414584027,21,0.47,0.0,0.0,0.47,3
902074,018,Customer 018,575 Main Street,Bronx,NY,06/10/2026,Wednesday,40.84297611177931,-73.84592385676613,31,3.92,0.0,0.0,3.92,1
902084,065,Customer 065,9485 Main Street,Manhattan,NY,06/10/2026,Wednesday,40.76900862942308,-73.96497922070525,4,0.74,0.1,0.01,0.85,1
902075,019,Customer 019,7959 Main Street,Manhattan,NY,06/10/2026,Wednesday,40.778836484045,-73.98329931044094,4,0.66,0.0,0.0,0.66,2
902076,024,Customer 024,8653 Main Street,Bronx,NY,06/10/2026,Wednesday,40.896883630705474,-73.85135085346376,7,0.59,0.35,0.0,0.94,1
902077,025,Customer 025,8531 Main Street,Brooklyn,NY,06/10/2026,Wednesday,40.69835136729073,-73.9158925078441,8,0.73,0.0,0.0,0.73,1
902078,026,Customer 026,7600 Main Street,Queens,NY,06/10/2026,Wednesday,40.67584687606802,-73.85557337127459,73,3.49,0.0,0.0,3.49,1
902080,038,Customer 038,1312 Main Street,Manhattan,NY,06/10/2026,Wednesday,40.717842608430665,-73.9892410907712,3,0.83,0.0,0.0,0.83,1
902082,055,Customer 055,3665 Main Street,Queens,NY,06/10/2026,Wednesday,40.69661296220641,-73.82879015350318,25,8.38,0.03,0.0,8.41,1
902083,060,Customer 060,8155 Main Street,Brooklyn,NY,06/10/2026,Wednesday,40.676333247614394,-73.88613509640518,24,0.67,0.09,0.0,0.76,1
902085,067,Customer 067,5271 Main Street,Bronx,NY,06/10/2026,Wednesday,40.86604266971237,-73.92623623009767,14,0.67,0.0,0.25,0.92,1
902086,082,Customer 082,427 Main Street,Bronx,NY,06/10/2026,Wednesday,40.869718152184745,-73.87892875884225,70,0.97,0.0,0.0,0.97,1
902087,086,Customer 086,2158 Main Street,Bronx,NY,06/10/2026,Wednesday,40.85368960688969,-73.90929502876213,33,0.65,0.0,0.0,0.65,1
902088,092,Customer 092,8801 Main Street,Brooklyn,NY,06/10/2026,Wednesday,40.63740290973405,-73.92010562279191,35,4.74,0.35,0.25,5.34,1
902089,005,Customer 005,5723 Main Street,Queens,NY,06/11/2026,Thursday,40.69747391202919,-73.82905390354207,25,2.39,0.1,0.0,2.49,1
902094,035,Customer 035,6815 Main Street,Queens,NY,06/11/2026,Thursday,40.594970715995146,-73.77416307485291,1,0.69,0.0,0.0,0.69,1
902090,009,Customer 009,3655 Main Street,Queens,NY,06/11/2026,Thursday,40.600009486593315,-73.74405287870175,1,0.57,0.0,0.0,0.57,2
902099,043,Customer 043,2438 Main Street,Queens,NY,06/11/2026,Thursday,40.68152075934443,-73.85443641970784,1,0.43,0.13,0.25,0.81,3
902091,018,Customer 018,7148 Main Street,Bronx,NY,06/11/2026,Thursday,40.84297611177931,-73.84592385676613,31,4.3,0.0,0.0,4.3,1
902092,023,Customer 023,9681 Main Street,Queens,NY,06/11/2026,Thursday,40.76091447600587,-73.88181045003793,5,1.05,0.0,0.05,1.1,1
902097,040,Customer 040,5008 Main Street,Queens,NY,06/11/2026,Thursday,40.76395482312956,-73.91128512522792,5,0.47,0.0,0.0,0.47,2
902093,030,Customer 030,8424 Main Street,Brooklyn,NY,06/11/2026,Thursday,40.63878496266752,-73.97263862633669,17,2.86,0.35,0.0,3.21,1
902095,036,Customer 036,6288 Main Street,New York,NY,06/11/2026,Thursday,40.80325822563249,-73.93591692391615,14,0.61,0.0,0.37,0.98,1
902096,039,Customer 039,7666 Main Street,Bronx,NY,06/11/2026,Thursday,40.84909985735391,-73.92113692416197,70,0.61,0.35,0.0,0.96,1
902098,042,Customer 042,9278 Main Street,Brooklyn,NY,06/11/2026,Thursday,40.63208584532311,-73.96647452968952,9,2.66,0.2,0.25,3.11,1
902100,048,Customer 048,2001 Main Street,Queens,NY,06/11/2026,Thursday,40.75405265049564,-73.81832518415463,2,0.46,0.0,0.0,0.46,1
902103,056,Customer 056,4658 Main Street,Queens,NY,06/11/2026,Thursday,40.7572560717902,-73.91514119505781,2,0.83,0.0,0.0,0.83,2
902101,049,Customer 049,454 Main Street,Bronx,NY,06/11/2026,Thursday,40.84161725986629,-73.90132809233144,7,0.53,0.0,0.0,0.53,1
902102,050,Customer 050,4361 Main Street,Bronx,NY,06/11/2026,Thursday,40.88504380789946,-73.85462851943738,7,1.03,0.35,0.0,1.38,2
902104,075,Customer 075,6387 Main Street,Manhattan,NY,06/11/2026,Thursday,40.70710965261643,-73.94500754484459,6,1.46,0.1,0.0,1.56,1
902105,078,Customer 078,3512 Main Street,Manhattan,NY,06/11/2026,Thursday,40.76169824334662,-73.94957140792144,21,0.74,0.09,0.0,0.83,1
902106,086,Customer 086,4752 Main Street,Bronx,NY,06/11/2026,Thursday,40.85368960688969,-73.90929502876213,33,0.8,0.0,0.0,0.8,1
902107,090,Customer 090,1946 Main Street,Queens,NY,06/11/2026,Thursday,40.66953057344241,-73.7824756165742,34,6.83,0.0,0.0,6.83,1
902108,093,Customer 093,9028 Main Street,Queens,NY,06/11/2026,Thursday,40.692614111895054,-73.84437929166077,36,4.65,0.0,0.25,4.9,1
902109,004,Customer 004,1492 Main Street,New York,NY,06/12/2026,Friday,40.81882756334608,-73.93725056647254,20,4.58,0.0,0.0,4.58,1
902110,005,Customer 005,219 Main Street,Queens,NY,06/12/2026,Friday,40.69747391202919,-73.82905390354207,25,3.01,0.1,0.0,3.11,1
902111,006,Customer 006,8205 Main Street,Manhattan,NY,06/12/2026,Friday,40.80740818873632,-73.96565982955099,4,0.73,0.35,0.0,1.08,1
902119,061,Customer 061,8444 Main Street,Brooklyn,NY,06/12/2026,Friday,40.598422117306654,-73.94163633556525,15,0.79,0.0,0.0,0.79,1
902112,007,Customer 007,2714 Main Street,Brooklyn,NY,06/12/2026,Friday,40.63116428754058,-73.96665280296365,15,4.04,0.0,0.0,4.04,2
902113,008,Customer 008,1333 Main Street,Bronx,NY,06/12/2026,Friday,40.81813101864817,-73.90411620231987,70,1.7,0.0,0.0,1.7,1
902114,017,Customer 017,6486 Main Street,Brooklyn,NY,06/12/2026,Friday,40.68918573963909,-73.95966142657014,30,1.68,0.0,0.0,1.68,1
902115,031,Customer 031,945 Main Street,Bronx,NY,06/12/2026,Friday,40.85734534786821,-73.89474039555732,22,2.21,0.0,0.04,2.25,1
902116,038,Customer 038,1018 Main Street,Manhattan,NY,06/12/2026,Friday,40.717842608430665,-73.9892410907712,3,0.76,0.0,0.0,0.76,1
902117,051,Customer 051,591 Main Street,Queens,NY,06/12/2026,Friday,40.60737229758411,-73.75316746816085,1,0.61,0.0,0.0,0.61,1
902118,054,Customer 054,7659 Main Street,Manhattan,NY,06/12/2026,Friday,40.70449809311375,-73.95658499114683,10,0.61,0.0,0.25,0.86,1
902120,064,Customer 064,4259 Main Street,Brooklyn,NY,06/12/2026,Friday,40.67139788117989,-73.9340888408256,23,1.4,0.14,0.0,1.54,1
902121,068,Customer 068,2839 Main Street,Brooklyn,NY,06/12/2026,Friday,40.63036297971589,-74.08136228889674,17,1.02,0.18,0.0,1.2,1
902122,073,Customer 073,2470 Main Street,Brooklyn,NY,06/12/2026,Friday,40.65052535821618,-73.96218340829046,8,0.77,0.11,0.0,0.88,1
902123,074,Customer 074,2258 Main Street,Bronx,NY,06/12/2026,Friday,40.87654063424415,-73.86675762676278,71,2.63,0.03,0.0,2.66,1
902124,078,Customer 078,1448 Main Street,Manhattan,NY,06/12/2026,Friday,40.76169824334662,-73.94957140792144,21,0.62,0.1,0.0,0.72,1
902125,080,Customer 080,5098 Main Street,Queens,NY,06/12/2026,Friday,40.67620628689007,-73.74285399139629,2,0.8,0.0,0.0,0.8,1
